Date,Country,News Type,Article,Fact-Checked by
3/21/2020, India,FALSE,“Only India can resist coronavirus” — Saudi Crown Prince Mohammad Bin Salman., FactCrescendo
3/21/2020, United States,FALSE,Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine., LeadStories
3/21/2020, United States,FALSE,US Homeland Security mobilizing National Guard to combat coronavirus., LeadStories
3/21/2020, United States,FALSE,Joe Biden tested positive for coronavirus., LeadStories
3/21/2020, United States,FALSE,Coronavirus cases linked to 5G rollout., LeadStories
3/21/2020, United States,FALSE,Photo shows coffins from coronavirus outbreak in Italy., LeadStories
3/21/2020, Spain,Partly FALSE,Elderly COVID-19 patients won’t have access to respirators, Maldita.es
3/21/2020, India,FALSE,"Seeing the rise of novel coronavirus in India, the WHO has recommended the government of India lockdown the country from 4/15/20 to 6/15/20.", Newschecker
3/21/2020, India,FALSE,"A WhatsApp video claims that the lady shown is the wife of Canada’s PM Justin Trudeau. In the viral video, a lady can be seen describing her improved condition because of medication and also warns to not take chances.", Newschecker
3/21/2020, Spain,FALSE,The King of Spain has plagiarized his COVID-19 speech from a book., Newtral.es
3/21/2020, Spain,FALSE,The schools in Bizkaia in Spain do not close until September., Newtral.es
3/21/2020, Portugal,FALSE,A video posted on Twitter shows a group of Chinese people converting to Islam under the argument that Muslims are immune to COVID-19., Poligrafo
3/21/2020, Ireland,FALSE,Doctors are giving out “rescue packs” for people with pre-existing respiratory conditions., TheJournal.ie
3/21/2020, United States,FALSE,"“If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.”", PolitiFact
3/21/2020, Ukraine,FALSE,"If people violate the quarantine measures in Ukraine, they will be imprisoned.", VoxCheck
3/21/2020, Ukraine,Misleading,Pets can transmit the new coronavirus., VoxCheck
3/21/2020, Ukraine,Misleading,Pets can transmit the new coronavirus., VoxCheck
3/21/2020, United States,FALSE,Fill out a 2020 U.S. Census form to receive an economic stimulus payment., FactCheck.org
3/21/2020, Ukraine,Misleading,Rinsing throat and nose with warm and salt water will prevent the new coronavirus., VoxCheck
3/21/2020, Nigeria,FALSE,A photo circulating on Facebook in Nigeria appears to show President Muhammadu Buhari shaking hands with the nation’s Code of Conduct Bureau Chairman Mohammed Isa while both men are wearing face masks — seemingly against precautions during the novel coronavirus pandemic., AFP
3/21/2020," Taiwan, United States",Partly FALSE,"The death of Kobe Bryant overshadowed the news that an American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID-19 in August 2019 in the USA.", Taiwan FactCheck Center
3/21/2020, Zimbabwe,FALSE,Worshipers were beaten by policemen because they gathered in a church., AFP
3/21/2020," Kenya, East Africa",FALSE,A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital., PesaCheck
3/21/2020," Uganda, East Africa",Partly FALSE,22 travelers in Uganda for the EU-Uganda Business Summit scheduled for early March had refused to go into quarantine., PesaCheck
3/21/2020, France,FALSE,It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus., Les Décodeurs
3/21/2020," Venezuela, Brazil, United States",No evidence:,Chloroquine could cure coronavirus., Efecto Cocuyo
3/21/2020, France,FALSE,"Stocks of “medical masks” made in Woippy, in Moselle, by a company are being blocked for lack of “agreement of the government,” in spite of a shortage of masks in France.", AFP
3/21/2020, United States,FALSE,Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”, PolitiFact
3/21/2020, Mexico,FALSE,“19 Tigers fans got infected with COVID-19 in NY.”, Verificado
3/21/2020, Mexico,FALSE,People with type O blood are more resistant to COVID-19., Verificado
3/21/2020, United States,FALSE,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak., PolitiFact
3/21/2020, Australia,FALSE,A purported warning from Australian hospitals has been shared thousands of times in multiple posts on Facebook that using petrol pumps can enable the spread of the novel coronavirus., AFP
3/21/2020, India,FALSE,Coronavirus can live only up to 12 hours on any surface., Factly
3/21/2020, India,FALSE,Video of Canadian PM Justin Trudeau’s wife who is suffering from COVID-19., India Today
3/21/2020, Brazil,FALSE,Autohemotherapy cures COVID-19., Aos Fatos
3/21/2020, Brazil,FALSE,The Brazilian government initiated the registration process for the coronavirus financial aid by WhatsApp., Aos Fatos
3/21/2020," Middle East, North Africa",Misleading,Putin declares: “Comply with quarantine or face prison for five years.”, Misbar
3/21/2020," Middle East, North Africa",FALSE,Coronavirus is nothing but Sarin Gas., Misbar
3/21/2020," Middle East, North Africa",Misleading,U.S. Army sells food just like the Egyptian Army., Misbar
3/21/2020," Middle East, North Africa",Misleading,Pollution rate decreased in the aftermath of the coronavirus outbreak., Misbar
3/21/2020, India,FALSE,Janta curfew or nationwide for 14 hours will break the chain of coronavirus spread and see a reduction of 40% of cases., India Today
3/21/2020," North Macedonia, Croatia, Bosnia and Herzegovina",Mostly FALSE,"A drug called Favipiravir is a cure for coronavirus, and people are advised not to go inside their homes wearing shoes because they can bring the infection home.", Vistinomer
3/21/2020, Argentina,FALSE,A chart comparing those infected and killed by the coronavirus in Argentina and Spain., Chequeado
3/21/2020, Mexico,FALSE,Lukewarm water with lemon or water with lemon and bicarbonate are preventive measures for COVID-19., Animal Político
3/21/2020, Croatia,FALSE,Croatia to be put in “total quarantine” due to secret deal between authorities and the Red Cross., Faktograf
3/21/2020, United States,FALSE,Biden campaign claims a top CDC official was “silenced.”, Washington Post Fact-Checker
3/21/2020, Portugal,FALSE,Denmark passed from 200 new cases of COVID-19 in one day to only 26 cases., Observador
3/21/2020," Middle East, North Africa",FALSE,Korean drama predicted the occurrence of COVID-19 in 2018., Fatabyyano
3/21/2020, Ukraine,Misleading,There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers., VoxCheck
3/21/2020, Ukraine,Misleading,Pets can transmit the new coronavirus., VoxCheck
3/21/2020, Portugal,FALSE,The quarantine in Italy showed more clean waters in Venice with fish and a dolphin., Observador
3/21/2020," United States, South Africa",FALSE,"Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell  the “antidotes.”", AfricaCheck
3/21/2020, United States,FALSE,A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis., AFP
3/21/2020, United States,FALSE,A video from a British broadcaster shows Italian coronavirus victims got taken down., LeadStories
3/21/2020, United States,FALSE,Italy’s president was caught on camera crying over and regretting country’s coronavirus response., LeadStories
3/21/2020, India,Misleading,"Coronavirus life span in a single place is 8 hours, and the Janata Curfew in India is for 14 hours. Thanks to 12 hours of Janata Curfew, the virus will be killed.", Vishvas News
3/21/2020, India,FALSE,This is a self-check test for coronavirus., Vishvas News
3/21/2020," Middle East, North Africa",FALSE,Egypt discovered a treatment for COVID-19., Fatabyyano
3/21/2020," Kazakhstan, Russia",FALSE,"Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.", Factcheck.kz
3/21/2020, United States,FALSE,Media outlets duped the public saying coronavirus killed the same man twice., LeadStories
3/21/2020, Greece,FALSE,A photo that has gone viral in social media shows a military convoy transporting people who died from the COVID-19 pandemic in Italy., Ellinika Hoaxes
3/21/2020," West Africa, Nigeria, DR Congo",FALSE,An African plant called “vernonia” “kongolo bololo” or “ndolè” is useful against COVID-19., AFP
3/21/2020, Belgium,FALSE,Oregano essential oil protects against COVID-19., Factcheck.Vlaanderen
3/21/2020, India,FALSE,"India’s National Security Council, Prime Minister’s Office has released a list of restricted activities after the Coronavirus outbreak.", BOOM FactCheck
3/21/2020, India,FALSE,Dr. Devi Shetty released a controversial audio clip on COVID 19., Newsmeter.in
3/20/2020, Spain,FALSE,Education Ministry will approve the exams of every student in Spain., Newtral.es
3/20/2020, Spain,FALSE,Vladimir Putin accused the “rest of the leaders” of having a plan to “reduce the world population.”, Newtral.es
3/20/2020, Spain,FALSE,People are committing suicide due to the quarantine in Spain., Newtral.es
3/20/2020, Portugal,FALSE,The new coronavirus created by China in a laboratory to “kill 1% of its population”., Poligrafo
3/20/2020, Taiwan,Explanatory:,Don’t take NSAIDs. This medicine worsens the symptom., Taiwan FactCheck Center
3/20/2020, Taiwan,Partly FALSE,"If you see a person wearing a white wristband, leave him alone. He is under quarantine.", Taiwan FactCheck Center
3/20/2020, Taiwan,Partly FALSE,The symptoms of the first nine days when one contracts COVID-19., Taiwan FactCheck Center
3/20/2020, Taiwan,Partly FALSE,Many foreigners wiped their saliva onto the handle of Taipei’s metro to spread COVID-19., Taiwan FactCheck Center
3/20/2020, Taiwan,FALSE,The spokesman for Chinese Foreign Ministry Zhao Lijian: American CDC admitted that COVID-19 patients were misdiagnosed as flu. U.S. Army is responsible for the outbreak in Wuhan., Taiwan FactCheck Center
3/20/2020, Turkey,Partly FALSE,University of Vienna declares Ibuprofen makes the COVID-19 disease worse., Teyit
3/20/2020, Turkey,FALSE,Dr. Yavuz Dizdar’s multiple allegations around the COVID-19., Teyit
3/20/2020, India,FALSE,An audio clip suggests that the WHO has advised a lockdown., The Quint
